LABEL,SVC(C=10),GaussianNB(),DecisionTreeClassifier(),"LogisticRegression(C=10, solver='liblinear')","RandomForestClassifier(criterion='entropy', n_estimators=250)"
2582,True,True,True,True,True,True
2583,True,True,False,True,True,True
2584,True,True,False,True,True,True
2585,True,True,False,True,True,True
2586,True,True,False,True,True,True
2587,True,True,False,True,True,True
2588,True,True,False,True,True,True
2590,True,True,True,True,True,True
2591,True,True,True,True,True,True
2592,True,True,False,True,True,True
2593,True,True,False,True,True,True
2594,False,False,False,False,False,False
2595,True,True,False,True,True,True
2596,True,True,True,True,True,True
2598,True,True,False,True,True,True
2599,True,True,False,True,True,True
2600,True,True,False,True,True,True
2602,True,True,True,True,True,True
2603,True,True,True,True,True,True
2605,True,True,False,True,True,True
2607,True,True,True,True,True,True
2608,True,True,False,True,True,True
2609,True,True,False,True,True,True
2610,True,True,False,True,True,True
2611,True,True,False,True,True,True
2613,True,True,True,True,True,True
2614,True,True,False,True,True,True
2615,True,True,False,True,True,True
2616,False,False,False,False,False,False
2617,True,True,False,True,True,True
2618,True,True,False,True,True,True
2619,True,True,False,True,True,True
2620,True,True,True,True,True,True
2622,True,True,True,True,True,True
2623,True,True,True,True,True,True
2624,True,True,False,True,True,True
2625,True,True,False,True,True,True
2627,True,True,True,True,True,True
2628,True,True,False,True,True,True
2629,True,True,False,True,True,True
2631,True,True,True,True,True,True
2632,True,True,True,True,True,True
2634,True,True,True,True,True,True
2636,True,True,False,True,True,True
2637,True,True,True,True,True,True
2638,True,True,True,True,True,True
2640,True,True,False,True,True,True
2641,True,True,False,True,True,True
2643,True,True,False,True,True,True
2645,True,True,False,True,True,True
2647,True,True,False,True,True,True
2649,True,True,False,True,True,True
2650,True,True,False,True,True,True
2651,True,True,True,True,True,True
2654,True,True,True,True,True,True
2655,True,True,False,True,True,True
2656,True,True,True,True,True,True
2658,True,True,True,True,True,True
2659,True,True,False,True,True,True
2660,True,True,True,True,True,True
2662,True,True,False,True,True,True
2663,True,True,True,True,True,True
2664,True,True,False,True,True,True
2666,True,True,True,True,True,True
2669,True,True,False,True,True,True
2670,True,True,False,True,True,True
2671,True,True,False,True,True,True
2673,True,True,False,True,True,True
2674,True,True,False,True,True,True
2675,True,True,False,True,True,True
2679,True,True,False,True,True,True
2680,True,True,True,True,True,True
2681,True,True,True,True,True,True
2682,False,False,False,False,False,False
2683,True,True,True,True,True,True
2684,True,True,True,True,True,True
2686,True,True,False,True,True,True
2687,True,True,True,True,True,True
2690,True,True,True,True,True,True
2692,True,True,False,True,True,True
2693,True,True,True,True,True,True
2695,True,True,False,True,True,True
2696,False,False,False,False,False,False
2697,True,True,False,True,True,True
2698,True,True,True,True,True,True
2699,True,True,False,True,True,True
2700,False,False,False,False,False,False
2701,True,True,True,True,True,True
2702,True,True,True,True,True,True
2703,True,True,True,True,True,True
2705,True,True,True,True,True,True
2708,True,True,True,True,True,True
2710,True,True,False,True,True,True
2712,True,True,True,True,True,True
2714,True,True,True,True,True,True
2717,False,False,False,False,True,False
2718,True,True,False,True,True,True
2719,True,True,False,True,True,True
2721,True,True,True,True,True,True
2722,True,True,True,True,True,True
2723,True,True,False,True,True,True
2726,True,True,False,True,True,True
2727,True,True,False,True,True,True
2728,True,True,True,True,True,True
2730,True,True,False,True,True,True
2731,True,True,True,True,True,True
2733,True,True,True,True,True,True
2734,True,True,True,True,True,True
2737,True,True,True,True,True,True
2738,True,True,True,True,True,True
2739,False,False,False,False,False,False
2740,True,True,False,True,True,True
2741,True,True,False,True,True,True
2744,True,True,False,True,True,True
2745,True,True,False,True,True,True
2747,True,True,False,True,True,True
2748,True,True,False,True,True,True
2751,True,True,True,True,True,True
2752,True,True,True,True,True,True
2753,True,True,True,True,True,True
2764,False,False,False,False,False,False
2765,True,True,True,True,True,True
2766,True,True,True,True,True,True
2767,True,True,False,True,True,True
2770,True,True,True,True,True,True
2773,True,True,False,True,True,True
2774,True,True,False,True,True,True
2775,True,True,False,True,True,True
2776,True,True,False,True,True,True
2777,True,True,False,True,True,True
2779,True,True,True,True,True,True
2781,True,True,True,True,True,True
2782,True,True,False,True,True,True
2783,True,True,True,True,True,True
2784,True,True,False,True,True,True
2785,True,True,True,True,True,True
2786,True,True,False,True,True,True
2787,True,True,False,True,True,True
2790,True,True,False,True,True,True
2792,True,True,False,True,True,True
2793,True,True,True,True,True,True
2794,True,True,True,True,True,True
2796,True,True,False,True,True,True
2797,True,True,True,True,True,True
2798,True,True,True,True,True,True
2799,True,True,False,True,True,True
2800,True,True,False,True,True,True
2801,True,True,True,True,True,True
2803,True,True,True,True,True,True
2804,True,True,False,True,True,True
2806,True,True,False,True,True,True
2807,True,True,False,True,True,True
2810,True,True,True,True,True,True
2812,True,True,True,True,True,True
2813,True,True,False,True,True,True
2814,False,False,False,False,False,False
2815,True,True,False,True,True,True
2816,True,True,True,True,True,True
2821,True,True,False,True,True,True
2822,True,True,True,True,True,True
2823,True,True,False,True,True,True
2824,True,True,True,True,True,True
2825,True,True,True,True,True,True
2827,True,True,True,True,True,True
2829,True,True,False,True,True,True
2830,True,True,True,True,True,True
2831,True,True,False,True,True,True
2832,True,True,False,True,True,True
2833,True,True,False,True,True,True
2835,True,True,True,True,True,True
2837,True,True,True,True,True,True
2838,True,True,False,True,True,True
2841,True,True,True,True,True,True
2842,True,True,True,True,True,True
2843,True,True,True,True,True,True
2845,True,True,False,True,True,True
2846,True,True,True,True,False,True
2849,True,True,False,True,True,True
2850,True,True,True,True,True,True
2852,True,True,False,True,True,True
2853,True,True,False,True,True,True
2854,False,False,False,False,False,False
2855,True,True,True,True,True,True
2856,True,True,True,True,True,True
2857,True,True,True,True,True,True
2859,True,True,True,True,True,True
2860,True,True,True,True,True,True
2861,True,True,True,True,True,True
2863,True,True,True,True,True,True
2865,True,True,False,True,False,True
2866,True,True,True,True,True,True
2867,True,True,True,True,True,True
2868,True,True,True,True,True,True
2869,True,True,True,True,True,True
2871,True,True,False,True,True,True
2872,True,True,False,True,True,True
2873,True,True,False,True,True,True
2874,True,True,False,True,True,True
2876,True,True,False,True,True,True
2877,True,True,False,True,True,True
2878,True,True,False,True,True,True
2879,True,True,False,True,True,True
2881,True,True,True,True,True,True
2884,True,True,True,True,True,True
2885,True,True,False,True,True,True
2887,True,True,True,True,True,True
2888,True,True,False,True,True,True
2893,True,True,False,True,True,True
2894,True,True,True,True,True,True
2895,True,True,True,True,True,True
2896,True,True,False,True,True,True
2898,True,True,True,True,True,True
2899,True,True,False,True,True,True
2900,True,True,False,True,True,True
2901,True,True,True,True,True,True
2902,True,True,False,True,True,True
2903,True,True,True,True,True,True
2904,True,True,True,True,True,True
2905,True,True,True,True,True,True
2906,True,True,False,True,True,True
2907,True,True,False,True,True,True
2908,True,True,True,True,True,True
2909,True,True,False,True,True,True
2913,True,True,False,True,True,True
2914,True,True,True,True,True,True
2916,True,True,True,True,True,True
2917,True,True,False,True,True,True
2918,True,True,False,True,True,True
2920,True,True,True,True,True,True
2921,True,True,False,True,True,True
2922,True,True,True,True,True,True
2923,True,True,False,True,False,True
2926,True,True,False,True,True,True
2927,True,True,False,True,True,True
2929,True,True,False,True,True,True
2930,True,True,True,True,True,True
2931,True,True,True,True,True,True
2932,True,True,False,True,True,True
2933,False,False,False,False,False,False
2934,True,True,False,True,True,True
2935,True,True,False,True,True,True
2936,True,True,True,True,True,True
2939,True,True,False,True,True,True
2941,True,True,True,True,True,True
2942,True,True,True,True,True,True
2943,True,True,True,True,True,True
2944,True,True,False,True,True,True
2946,True,True,False,True,True,True
2947,True,True,True,True,True,True
2948,True,True,False,True,True,True
2950,True,True,False,True,True,True
2951,True,True,True,True,True,True
2952,True,True,False,True,True,True
2953,True,True,False,True,True,True
2954,True,True,True,True,True,True
2955,True,True,True,True,True,True
2956,True,True,True,True,True,True
2957,True,True,True,True,True,True
2958,True,True,False,True,True,True
2959,True,True,False,True,True,True
2960,False,False,False,False,False,False
2961,True,True,False,True,True,True
2962,True,True,False,True,True,True
2963,True,True,True,True,True,True
2965,True,True,False,True,True,True
2966,True,True,False,True,True,True
2967,True,True,True,True,True,True
2968,True,True,False,True,True,True
2970,True,True,True,True,True,True
2971,True,True,False,True,True,True
2972,True,True,False,True,True,True
2973,True,True,False,True,True,True
2974,False,False,False,False,False,False
2975,True,True,True,True,True,True
